-0.109038,-0.008808,-0.013178,0.270882,0.000000,0.000000,-0.059252,-0.063918,0.090681,-0.109077,0.062730,-0.026423,0.202807,0.000000,-0.000000,-0.076944,-0.036120,0.031428,0.171124,0.050529,0.006800,0.043105,0.013363,0.001725,0.068988,0.022579,0.002876,0.007192,-0.004846,0.000004,0.007230,-0.004883,0.000007,0.132073,-0.092724,0.000082,-0.007877,0.004820,-0.003991,-0.574966,-0.222869,0.391978,0.295550,0.693641,-0.005384,0.052823,0.363278,-0.336138,0.165480,0.544583,0.262964,0.004304,0.133907,0.031938,0.000000,0.126860,0.000000,0.000000,0.000000,0.000000,0.006395,0.130795,0.048571,0.000000,0.000000,0.073483,0.000000,0.000000,0.036742,0.000000,0.000000,0.000000,0.000000,0.000000,0.082657,0.000000,0.000000,0.082657,0.000000,0.000000,0.082657,0.000000,0.000000,0.000000,-0.015905,-0.130253,0.120810,0.000000,0.000000,0.121506,0.000000,0.000000,0.121506,0.000000,0.000000,0.000000,-0.009178,-0.218037,0.041397,0.000000,0.000000,0.042067,0.000000,0.000000,0.042067,-0.007877,0.004820,-0.003991,-0.150088,-0.183581,-0.490567,0.122666,-0.628045,0.184919,-0.325455,-0.234026,0.181398,-0.096413,0.251986,-0.356749,-0.000053,0.034835,-0.001516,0.000000,0.026126,0.000000,0.000000,0.000000,0.000000,-0.010641,-0.130611,0.080829,-0.000000,0.000000,-0.459701,-0.000000,0.000000,-0.229851,0.000000,0.000000,0.000000,0.000000,0.000000,0.029351,0.000000,0.000000,0.029351,0.000000,0.000000,0.029351,0.000000,0.000000,0.000000,-0.011271,0.130575,-0.085610,-0.000000,0.000000,-0.086103,-0.000000,0.000000,-0.086103,0.000000,0.000000,0.000000,-0.022878,0.217361,-0.103198,-0.000000,0.000000,-0.104870,-0.000000,0.000000,-0.104870
-0.060675,-0.011168,-0.014324,0.275434,0.000000,-0.000000,-0.080231,-0.089267,0.053439,-0.092904,0.057409,-0.012772,0.221614,0.000000,0.000000,-0.092401,-0.025247,0.028670,0.130365,0.044765,0.000710,0.032735,0.011358,0.000190,0.053284,0.018902,0.000331,0.009795,-0.003748,-0.000104,0.009874,-0.003782,-0.000100,0.181674,-0.072676,-0.001928,-0.010475,0.003712,-0.003884,-0.533298,-0.249501,0.320294,0.246757,0.740286,-0.021193,0.033617,0.345789,-0.334776,0.153735,0.545285,0.245178,0.001560,0.130716,0.011867,0.000000,0.115354,0.000000,0.000000,0.000000,0.000000,0.003869,0.130861,0.029389,0.000000,0.000000,0.081487,0.000000,0.000000,0.040743,0.000000,0.000000,0.000000,0.000000,0.000000,0.077846,0.000000,0.000000,0.077846,0.000000,0.000000,0.077846,0.000000,0.000000,0.000000,-0.015172,-0.130312,0.115244,0.000000,0.000000,0.115908,0.000000,0.000000,0.115908,0.000000,0.000000,0.000000,-0.006182,-0.218107,0.027887,0.000000,0.000000,0.028338,0.000000,0.000000,0.028338,-0.010475,0.003712,-0.003884,-0.206676,-0.147009,-0.404998,0.086125,-0.621478,0.200017,-0.396175,-0.319142,0.277944,-0.100457,0.251069,-0.371546,-0.000585,0.035067,-0.016686,0.000000,0.026303,0.000000,0.000000,0.000000,0.000000,-0.019201,-0.129957,0.145847,-0.000000,0.000000,-0.573356,-0.000000,0.000000,-0.286678,0.000000,0.000000,0.000000,0.000000,0.000000,0.061954,0.000000,0.000000,0.061954,0.000000,0.000000,0.061954,0.000000,0.000000,0.000000,-0.011961,0.130534,-0.090854,-0.000000,0.000000,-0.091377,-0.000000,0.000000,-0.091377,0.000000,0.000000,0.000000,-0.025853,0.217137,-0.116615,-0.000000,0.000000,-0.118504,-0.000000,0.000000,-0.118504
-0.010809,-0.003182,-0.027548,0.264539,0.000000,0.000000,-0.098098,-0.118824,0.025644,-0.082931,0.046791,-0.010312,0.223684,0.000000,-0.000000,-0.103686,-0.015409,0.020257,0.078022,0.044427,-0.000491,0.019517,0.011120,-0.000121,0.032223,0.018451,-0.000197,0.012231,-0.003237,-0.000450,0.012377,-0.003278,-0.000447,0.229674,-0.064763,-0.008476,-0.012909,0.003191,-0.003538,-0.538764,-0.237487,0.157795,0.178227,0.730565,0.021610,0.014693,0.307309,-0.318553,0.143635,0.547998,0.228659,-0.000863,0.132332,-0.006485,0.000000,0.095771,0.000000,0.000000,0.000000,0.000000,0.001896,0.130891,0.014403,0.000000,0.000000,0.088791,0.000000,0.000000,0.044396,0.000000,0.000000,0.000000,0.000000,0.000000,0.081910,0.000000,0.000000,0.081910,0.000000,0.000000,0.081910,0.000000,0.000000,0.000000,-0.015166,-0.130312,0.115200,0.000000,0.000000,0.115864,0.000000,0.000000,0.115864,0.000000,0.000000,0.000000,-0.005480,-0.218120,0.024719,0.000000,0.000000,0.025119,0.000000,0.000000,0.025119,-0.012909,0.003191,-0.003538,-0.250734,-0.136483,-0.312817,0.043895,-0.630148,0.216163,-0.422043,-0.326897,0.316390,-0.093861,0.239602,-0.365311,-0.000094,0.009948,-0.009448,0.000000,0.007461,0.000000,0.000000,0.000000,0.000000,-0.030655,-0.128492,0.232849,-0.000000,0.000000,-0.881308,-0.000000,0.000000,-0.440654,0.000000,0.000000,0.000000,0.000000,0.000000,0.069765,0.000000,0.000000,0.069765,0.000000,0.000000,0.069765,0.000000,0.000000,0.000000,-0.012259,0.130516,-0.093114,-0.000000,0.000000,-0.093650,-0.000000,0.000000,-0.093650,0.000000,0.000000,0.000000,-0.025857,0.217137,-0.116631,-0.000000,0.000000,-0.118521,-0.000000,0.000000,-0.118521
-0.006149,-0.025139,-0.033434,0.236134,0.000000,-0.000000,-0.104653,-0.106318,0.042980,-0.095891,0.037814,-0.007032,0.229709,0.000000,0.000000,-0.103947,-0.004376,0.009560,0.032640,0.051157,-0.000076,0.008144,0.012791,-0.000020,0.013525,0.021231,-0.000032,0.013840,-0.002958,-0.000773,0.014050,-0.003008,-0.000773,0.262631,-0.061343,-0.014735,-0.014517,0.002905,-0.003215,-0.544387,-0.236226,0.032785,0.042408,0.787551,0.063299,0.017679,0.235755,-0.248149,0.118527,0.545935,0.191269,-0.005895,0.120041,-0.048837,0.000000,0.077610,0.000000,0.000000,0.000000,0.000000,-0.006577,0.130789,-0.049961,0.000000,0.000000,0.112055,0.000000,0.000000,0.056027,0.000000,0.000000,0.000000,0.000000,0.000000,0.038604,0.000000,0.000000,0.038604,0.000000,0.000000,0.038604,0.000000,0.000000,0.000000,-0.011747,-0.130547,0.089226,0.000000,0.000000,0.089739,0.000000,0.000000,0.089739,0.000000,0.000000,0.000000,0.002201,-0.218159,-0.009926,-0.000000,0.000000,-0.010087,-0.000000,0.000000,-0.010087,-0.014517,0.002905,-0.003215,-0.273376,-0.111890,-0.262685,-0.006574,-0.680877,0.279761,-0.432417,-0.336209,0.379000,-0.091785,0.230000,-0.372126,0.000148,-0.009383,-0.015782,-0.000000,-0.007038,0.000000,0.000000,0.000000,0.000000,-0.033021,-0.128105,0.250817,-0.000000,0.000000,-1.043974,-0.000000,0.000000,-0.521987,0.000000,0.000000,0.000000,0.000000,0.000000,0.081543,0.000000,0.000000,0.081543,0.000000,0.000000,0.081543,0.000000,0.000000,0.000000,-0.014071,0.130394,-0.106884,-0.000000,0.000000,-0.107499,-0.000000,0.000000,-0.107499,0.000000,0.000000,0.000000,-0.025339,0.217178,-0.114296,-0.000000,0.000000,-0.116147,-0.000000,0.000000,-0.116147
-0.006463,-0.023480,-0.016703,0.218155,0.000000,0.000000,-0.132585,-0.095414,0.041764,-0.113722,0.044973,0.013715,0.238945,0.000000,0.000000,-0.097250,-0.006859,-0.009550,0.015155,0.057423,0.001299,0.003754,0.014373,0.000324,0.006215,0.023852,0.000539,0.013758,-0.002152,-0.000798,0.013962,-0.002193,-0.000800,0.260734,-0.045571,-0.015168,-0.014432,0.002099,-0.003191,-0.574112,-0.261636,-0.035530,-0.032898,0.863350,0.106522,-0.002164,0.247589,-0.344639,0.111704,0.526675,0.188570,-0.004322,0.080131,-0.053765,0.000000,0.038413,0.000000,0.000000,0.000000,0.000000,-0.000473,0.130899,-0.003593,0.000000,0.000000,0.155281,0.000000,0.000000,0.077641,0.000000,0.000000,0.000000,0.000000,0.000000,0.066297,0.000000,0.000000,0.066297,0.000000,0.000000,0.066297,0.000000,0.000000,0.000000,-0.016382,-0.130214,0.124435,0.000000,0.000000,0.125152,0.000000,0.000000,0.125152,0.000000,0.000000,0.000000,-0.000215,-0.218166,0.000970,0.000000,0.000000,0.000986,0.000000,0.000000,0.000986,-0.014432,0.002099,-0.003191,-0.312456,-0.059278,-0.232864,-0.055055,-0.754473,0.325601,-0.433527,-0.348436,0.410687,-0.090737,0.225794,-0.374751,0.000326,-0.017910,-0.018187,-0.000000,-0.013434,0.000000,0.000000,0.000000,0.000000,-0.030466,-0.128522,0.231415,-0.000000,0.000000,-1.041506,-0.000000,0.000000,-0.520753,0.000000,0.000000,0.000000,0.000000,0.000000,0.093419,0.000000,0.000000,0.093419,0.000000,0.000000,0.093419,0.000000,0.000000,0.000000,-0.015728,0.130268,-0.119468,-0.000000,0.000000,-0.120156,-0.000000,0.000000,-0.120156,0.000000,0.000000,0.000000,-0.030484,0.216735,-0.137505,-0.000000,0.000000,-0.139734,-0.000000,0.000000,-0.139734
-0.010652,-0.012824,0.015626,0.223179,0.000000,-0.000000,-0.166283,-0.121917,0.007113,-0.125353,0.040786,0.038316,0.242157,0.000000,0.000000,-0.074728,-0.015482,-0.018810,0.014366,0.055785,0.002696,0.003534,0.013968,0.000673,0.005831,0.023192,0.001120,0.013313,-0.001722,-0.000715,0.013497,-0.001755,-0.000717,0.251398,-0.036577,-0.013524,-0.013985,0.001671,-0.003274,-0.600367,-0.299205,-0.044958,-0.087933,0.965813,0.090748,0.003297,0.219352,-0.343755,0.105420,0.517332,0.182136,-0.003711,0.059919,-0.061777,0.000000,0.018001,0.000000,0.000000,0.000000,0.000000,-0.000569,0.130899,-0.004320,0.000000,0.000000,0.157706,0.000000,0.000000,0.078853,0.000000,0.000000,0.000000,0.000000,0.000000,0.073175,0.000000,0.000000,0.073175,0.000000,0.000000,0.073175,0.000000,0.000000,0.000000,-0.017662,-0.130102,0.134159,0.000000,0.000000,0.134933,0.000000,0.000000,0.134933,0.000000,0.000000,0.000000,0.000300,-0.218166,-0.001354,-0.000000,0.000000,-0.001376,-0.000000,0.000000,-0.001376,-0.013985,0.001671,-0.003274,-0.358028,0.026586,-0.248722,-0.068794,-0.855741,0.317764,-0.430657,-0.355701,0.412345,-0.091170,0.227388,-0.373879,0.000255,-0.014656,-0.017402,-0.000000,-0.010993,0.000000,0.000000,0.000000,0.000000,-0.027647,-0.128943,0.210002,-0.000000,0.000000,-1.040829,-0.000000,0.000000,-0.520414,0.000000,0.000000,0.000000,0.000000,0.000000,0.105199,0.000000,0.000000,0.105199,0.000000,0.000000,0.105199,0.000000,0.000000,0.000000,-0.017537,0.130114,-0.133204,-0.000000,0.000000,-0.133972,-0.000000,0.000000,-0.133972,0.000000,0.000000,0.000000,-0.039707,0.215736,-0.179109,-0.000000,0.000000,-0.182018,-0.000000,0.000000,-0.182018
-0.022035,-0.016707,0.044144,0.238289,0.000000,-0.000000,-0.180069,-0.139048,-0.011750,-0.142064,0.034816,0.060635,0.248415,0.000000,-0.000000,-0.052671,-0.035903,-0.020564,0.017129,0.050628,0.009975,0.004117,0.012716,0.002492,0.006704,0.021159,0.004147,0.012927,-0.001492,-0.000685,0.013094,-0.001521,-0.000687,0.243270,-0.031863,-0.012905,-0.013598,0.001443,-0.003304,-0.598707,-0.313237,-0.025227,-0.069808,0.992871,0.105134,-0.012116,0.222166,-0.315011,0.107754,0.523745,0.183342,-0.004393,0.073183,-0.059850,0.000000,0.033615,0.000000,0.000000,0.000000,0.000000,0.000614,0.130899,0.004665,0.000000,0.000000,0.159175,0.000000,0.000000,0.079588,0.000000,0.000000,0.000000,0.000000,0.000000,0.079816,0.000000,0.000000,0.079816,0.000000,0.000000,0.079816,0.000000,0.000000,0.000000,-0.018748,-0.130001,0.142405,0.000000,0.000000,0.143226,0.000000,0.000000,0.143226,0.000000,0.000000,0.000000,-0.000213,-0.218166,0.000962,0.000000,0.000000,0.000977,0.000000,0.000000,0.000977,-0.013598,0.001443,-0.003304,-0.339479,0.052709,-0.276171,-0.063390,-0.867395,0.281891,-0.424362,-0.370926,0.402664,-0.093307,0.231276,-0.375719,0.000121,-0.006184,-0.019555,-0.000000,-0.004639,0.000000,0.000000,0.000000,0.000000,-0.026358,-0.129122,0.200208,-0.000000,0.000000,-1.041787,-0.000000,0.000000,-0.520893,0.000000,0.000000,0.000000,0.000000,0.000000,0.131950,0.000000,0.000000,0.131950,0.000000,0.000000,0.131950,0.000000,0.000000,0.000000,-0.023470,0.129491,-0.178270,-0.000000,0.000000,-0.179299,-0.000000,0.000000,-0.179299,0.000000,0.000000,0.000000,-0.045242,0.215009,-0.204071,-0.000000,0.000000,-0.207391,-0.000000,0.000000,-0.207391
-0.040044,-0.008900,0.050580,0.263650,0.000000,-0.000000,-0.191045,-0.163002,-0.021570,-0.149747,0.018487,0.058183,0.241633,-0.000000,0.000000,-0.026768,-0.041037,-0.021761,0.024649,0.048793,0.009725,0.006009,0.012276,0.002430,0.009859,0.020448,0.004042,0.012029,-0.002154,-0.000549,0.012162,-0.002181,-0.000550,0.224773,-0.043203,-0.010299,-0.012703,0.002108,-0.003439,-0.568228,-0.309283,0.059373,0.016350,0.960437,0.200092,0.030961,0.289163,-0.331039,0.112730,0.534655,0.186870,-0.005298,0.096112,-0.054892,0.000000,0.079260,0.000000,0.000000,0.000000,0.000000,0.009246,0.130681,0.070231,0.000000,0.000000,0.126337,0.000000,0.000000,0.063169,0.000000,0.000000,0.000000,0.000000,0.000000,0.123176,0.000000,0.000000,0.123176,0.000000,0.000000,0.123176,0.000000,0.000000,0.000000,-0.024008,-0.129425,0.182356,0.000000,0.000000,0.183410,0.000000,0.000000,0.183410,0.000000,0.000000,0.000000,-0.005219,-0.218124,0.023539,0.000000,0.000000,0.023920,0.000000,0.000000,0.023920,-0.012703,0.002108,-0.003439,-0.292406,0.053294,-0.333330,-0.052004,-0.876449,0.234643,-0.478518,-0.284634,0.314566,-0.101836,0.246341,-0.382952,-0.000752,0.026780,-0.028078,0.000000,0.020090,0.000000,0.000000,0.000000,0.000000,-0.028859,-0.128767,0.219203,-0.000000,0.000000,-0.913998,-0.000000,0.000000,-0.456999,0.000000,0.000000,0.000000,0.000000,0.000000,0.155825,0.000000,0.000000,0.155825,0.000000,0.000000,0.155825,0.000000,0.000000,0.000000,-0.028464,0.128825,-0.216209,-0.000000,0.000000,-0.217461,-0.000000,0.000000,-0.217461,0.000000,0.000000,0.000000,-0.057308,0.213092,-0.258502,-0.000000,0.000000,-0.262722,-0.000000,0.000000,-0.262722
-0.041605,-0.014001,0.047443,0.248140,-0.000000,0.000000,-0.184363,-0.170508,-0.030413,-0.172874,0.019932,0.038273,0.251558,0.000000,0.000000,-0.033470,-0.038165,-0.015146,0.042492,0.049685,0.014283,0.010406,0.012624,0.003569,0.017083,0.021118,0.005932,0.010672,-0.003280,-0.000741,0.010762,-0.003316,-0.000741,0.197119,-0.064883,-0.013786,-0.011351,0.003239,-0.003247,-0.560403,-0.319345,0.206236,0.118548,0.969139,0.175437,0.004661,0.263938,-0.191265,0.138425,0.550360,0.219675,-0.002225,0.135151,-0.016363,0.000000,0.116694,0.000000,0.000000,0.000000,0.000000,0.013074,0.130463,0.099310,0.000000,0.000000,0.112460,0.000000,0.000000,0.056230,0.000000,0.000000,0.000000,0.000000,0.000000,0.138319,0.000000,0.000000,0.138319,0.000000,0.000000,0.138319,0.000000,0.000000,0.000000,-0.023539,-0.129482,0.178795,0.000000,0.000000,0.179827,0.000000,0.000000,0.179827,0.000000,0.000000,0.000000,-0.011126,-0.217976,0.050185,0.000000,0.000000,0.050997,0.000000,0.000000,0.050997,-0.011351,0.003239,-0.003247,-0.214766,0.021764,-0.463806,-0.028480,-0.899802,0.117792,-0.453414,-0.233907,0.220112,-0.104160,0.259048,-0.372603,-0.000959,0.052126,-0.018373,0.000000,0.039099,0.000000,0.000000,0.000000,0.000000,-0.024797,-0.129327,0.188349,-0.000000,0.000000,-0.807830,-0.000000,0.000000,-0.403915,0.000000,0.000000,0.000000,0.000000,0.000000,0.154269,0.000000,0.000000,0.154269,0.000000,0.000000,0.154269,0.000000,0.000000,0.000000,-0.027243,0.129000,-0.206932,-0.000000,0.000000,-0.208129,-0.000000,0.000000,-0.208129,0.000000,0.000000,0.000000,-0.055287,0.213445,-0.249382,-0.000000,0.000000,-0.253450,-0.000000,0.000000,-0.253450
-0.043300,-0.013239,0.047024,0.231298,-0.000000,0.000000,-0.175882,-0.177509,-0.035423,-0.164730,0.026303,0.014012,0.291373,0.000000,0.000000,-0.049065,-0.049098,-0.013817,0.047935,0.045430,0.016632,0.011758,0.011629,0.004156,0.019305,0.019531,0.006907,0.009326,-0.002288,-0.000219,0.009387,-0.002303,-0.000218,0.171498,-0.043528,-0.004032,-0.010001,0.002253,-0.003770,-0.526779,-0.339926,0.372234,0.260265,0.899046,0.188480,0.068751,0.336840,-0.196769,0.152847,0.556253,0.238143,0.000803,0.151819,0.005251,0.000000,0.154995,0.000000,0.000000,0.000000,0.000000,0.024421,0.129374,0.185498,0.000000,0.000000,0.075567,0.000000,0.000000,0.037784,0.000000,0.000000,0.000000,0.000000,0.000000,0.179513,0.000000,0.000000,0.179513,0.000000,0.000000,0.179513,0.000000,0.000000,0.000000,-0.027833,-0.128916,0.211410,0.000000,0.000000,0.212633,0.000000,0.000000,0.212633,0.000000,0.000000,0.000000,-0.022199,-0.217408,0.100135,0.000000,0.000000,0.101757,0.000000,0.000000,0.101757,-0.010001,0.002253,-0.003770,-0.133834,0.014564,-0.576642,0.070705,-0.840129,0.007384,-0.389891,-0.298430,0.215645,-0.112530,0.269367,-0.384758,-0.002417,0.075985,-0.031743,0.000000,0.057008,0.000000,0.000000,0.000000,0.000000,-0.017920,-0.130079,0.136115,-0.000000,0.000000,-0.953461,-0.000000,0.000000,-0.476730,0.000000,0.000000,0.000000,0.000000,0.000000,0.156360,0.000000,0.000000,0.156360,0.000000,0.000000,0.156360,0.000000,0.000000,0.000000,-0.031962,0.128282,-0.242775,-0.000000,0.000000,-0.244182,-0.000000,0.000000,-0.244182,0.000000,0.000000,0.000000,-0.054601,0.213562,-0.246288,-0.000000,0.000000,-0.250305,-0.000000,0.000000,-0.250305
